firm_name,home_country,industry,provisional_entry_mode,requires_manual_review,evidence_summary,orbis_parent_match,orbis_direct_stakes_pct,reported_action_type,first_reported_exit_date,first_reported_reduction_or_exit_date,timing_left_censored,yale_action_text
Boggi,Italy,Consumer Discretionary,unclassified,yes,,,,other,,,no,still operating in Russia & online sales running
Buzzi Unicem,Italy,Materials,unclassified,yes,,,,other,,,no,continue operating plants in Russia
CLAAS,Germany,Industrials,unclassified,yes,,,,other,,,no,still operating in Russia; not disclosed publicly
CLINTON,Germany,Consumer Discretionary,unclassified,yes,,,,other,,,no,still operating in Russia (Camp David)
Calzedonia,Italy,Consumer Discretionary,unclassified,yes,,,,other,,,no,continue sales in Russia
Camille Albane,France,Consumer Discretionary,contractual,yes,"Yale text explicitly mentions a distribution, license, or franchise arrangement",,,other,,,no,franchised salons continue to operate
Carl's Jr. | CLK,United States,Consumer Discretionary,unclassified,yes,,,,other,,,no,still operating in Russia
Cham Wings,Syria,Industrials,unclassified,yes,,,,other,,,no,still flying to Russia
ChampionX,United States,Energy,unclassified,yes,,,,other,,,no,Business as usual
Charoen Pokphand Foods,Thailand,Consumer Staples,unclassified,yes,,,,other,,,no,still operating in Russia
Check Point Software,Israel,Information Technology,unclassified,yes,,,,other,,,no,selling cybersecurity products in Russia
China Communications Construction Company,China,Industrials,unclassified,yes,,,,other,,,no,planning new infrastructural projects
China Construction Bank,China,Financials,unclassified,yes,,,,other,,,no,Russian companies open accounts with the bank; decline to comment
China Life Insurance Company,China,Financials,unclassified,yes,,,,other,,,no,"offices in Russia, actively looks for new Russian employees"
China Minmetals,China,Materials,unclassified,yes,,,,other,,,no,discussing investments with Chinese government to booster stakes in Russian energy and commodity companies
China Mobile,China,Communication Services,unclassified,yes,,,,other,,,no,business as usual
China National Petroleum Corporation,China,Energy,unclassified,yes,,,,other,,,no,business as usual
China Railway Construction Corporation,China,Industrials,unclassified,yes,,,,other,,,no,continues to build Vladivostok highway in March 2022
China Railway Engineering Corporation,China,Industrials,unclassified,yes,,,,other,,,no,business as usual
China State Construction Engineering,China,Industrials,unclassified,yes,,,,other,,,no,contractor to the Russian state
China State Railway Group Company,China,Industrials,unclassified,yes,,,,other,,,no,increasing coal shipments from Russia
China United Network Communications,China,Communication Services,unclassified,yes,,,,other,,,no,a subsidiary in Russia: China Unicom (Russia) Operations Limited Liability Company; business as usual
Chipita,Greece,Consumer Staples,unclassified,yes,,,,other,,,no,Not disclosed publicly; still operating in Russia
Clarins,France,Consumer Discretionary,unclassified,yes,,,,other,,,no,still selling online in Russia
Cloudflare,United States,Information Technology,unclassified,yes,,,,other,,,no,continue sales & services in Russia
Coal India,India,Energy,unclassified,yes,,,,other,,,no,expecting highest import level in 2 years
Coesia Group,,,unclassified,yes,,,,other,,,no,Many companies in group have Russia operations or partners
Coface,France,Financials,unclassified,yes,strict normalized name match to Orbis parent,COFACE SA,,other,,,no,Business as usual
Cofix Coffee,Israel,Consumer Staples,unclassified,yes,,,,other,,,no,maintains locations in Russia
Colin's,Turkey,Consumer Discretionary,unclassified,yes,,,,other,,,no,still selling online
Corendon Airlines,Turkey,Industrials,unclassified,yes,,,,other,,,no,still flying to Russia
Cremonini Group,Italy,Consumer Staples,unclassified,yes,,,,other,,,no,continue sales in Russia
De Cecco,Italy,Consumer Staples,unclassified,yes,,,,other,,,no,continue sales and operations in Russia
Deep in Russia,Belgium,Industrials,unclassified,yes,,,,other,,,no,still offering trips to Russia
Dentsply Sirona,United States,Health Care,unclassified,yes,strict normalized name match to Orbis parent,DENTSPLY SIRONA INC.,,other,,,no,Business as usual
Dessange International,France,Consumer Discretionary,unclassified,yes,,,,other,,,no,still operating salons in Russia
Didi,China,Industrials,unclassified,yes,,,,sold,,,no,explicitly reversed decision to exit Russia
Diesel,Italy,Consumer Discretionary,unclassified,yes,,,,other,,,no,still operating in Russia; not disclosed
Dinex A/S,Denmark,Consumer Discretionary,unclassified,yes,,,,other,,,no,Business as usual
Doka,Austria,Industrials,unclassified,yes,,,,other,,,no,not disclosed
Dr Reddys Labs,India,Health Care,unclassified,yes,,,,other,,,no,business as usual; plans new brands in Russia
Duol,Slovenia,Consumer Discretionary,unclassified,yes,,,,other,,,no,still operating in Russia
EMS-Chemie,Switzerland,Materials,unclassified,yes,,,,other,,,no,still operating in Russia
Egger,Austria,Industrials,unclassified,yes,,,,other,,,no,still operating in Russia
Egyptair,Egypt,Industrials,unclassified,yes,,,,other,,,no,still flying to Russia
ElvalHalcor,Greece,Materials,unclassified,yes,,,,other,,,no,Not disclosed publicly
Emirates Airlines,United Arab Emirates,Industrials,unclassified,yes,,,,other,,,no,still flying to Russia
Etam,France,Consumer Discretionary,unclassified,yes,,,,other,,,no,still selling to Russia
Etihad Airways,United Arab Emirates,Industrials,unclassified,yes,,,,other,,,no,still flying to Russia
FAW Group,China,Industrials,unclassified,yes,,,,other,,,no,remains silent on whether they will continue operations
FS Mackenzie,United Kingdom,Industrials,unclassified,yes,,,,other,,,no,Business as usual
Fenzi Group,Italy,Industrials,unclassified,yes,,,,other,,,no,still operating in Russia
Fleetcor,United States,Financials,unclassified,yes,,,,other,,,no,business as usual
Fondital,Italy,Industrials,unclassified,yes,,,,other,,,no,still operating and investing in Russia
Foraco,France,Energy,unclassified,yes,,,,other,,,no,still operating in Russia
Fresenius,Germany,Health Care,unclassified,yes,,,,other,,,no,still operating in Russia
Frigoglass,Greece,Industrials,unclassified,yes,,,,other,,,no,still operating in Russia
Geoplin,Slovenia,Energy,unclassified,yes,,,,other,,,no,still purchasing Russian gas from Gazprom
Globus,Germany,Consumer Staples,unclassified,yes,,,,other,,,no,still operating in Russia
Gorenje,China,Consumer Discretionary,unclassified,yes,,,,other,,,no,still operating in Russia
Groupe Le Duff,France,Consumer Discretionary,unclassified,yes,,,,other,,,no,still operating in Russia
Groupe Savencia,France,Consumer Staples,unclassified,yes,,,,other,,,no,still operates in Russia
Grupo Borges | ITLV,Spain,Consumer Staples,unclassified,yes,,,,other,,,no,still operating in Russia
Grupo Fuertes,Spain,Consumer Staples,unclassified,yes,,,,other,,,no,still operating in Russia
Guess,United States,Consumer Discretionary,unclassified,yes,,,,other,,,no,Business as usual
Haier,China,Consumer Discretionary,unclassified,yes,,,,other,,,no,planning expansion in Russia
Heidenhain,Germany,Information Technology,unclassified,yes,,,,other,,,no,still operating in Russia through a third-party; not disclosed publicly
Heliski Russia,France,Industrials,unclassified,yes,,,,other,,,no,cooperating with sanctioned individuals
Hengli Group,China,Energy,unclassified,yes,,,,other,,,no,business as usual
Herend,Hungary,Consumer Discretionary,unclassified,yes,,,,other,,,no,still operating in Russia
Hoffmann Group,Germany,Industrials,unclassified,yes,,,,other,,,no,still operating and advertising in Russia
Honor,China,Information Technology,unclassified,yes,,,,other,,,no,business as usual
Huntsman Corporation,United States,Materials,unclassified,yes,strict normalized name match to Orbis parent,HUNTSMAN CORPORATION,,other,,,no,still operating in Russia
IQVIA,United States,Industrials,unclassified,yes,,,,other,,,no,still operating and actively hiring
Ideal Molde,Portugal,Industrials,unclassified,yes,,,,other,,,no,still selling to Russia
Indian Oil Corporation,India,Energy,unclassified,yes,,,,other,,,no,signed new deal to import Russian oil
IndusInd Bank,India,Financials,unclassified,yes,,,,other,,,no,Approved for rupee trade with Russia
Industrial Bank (China),China,Financials,unclassified,yes,,,,other,,,no,"offices operating in Moscow, did not answer for Reuters' calls for commenting on that"
Iridium,United States,Communication Services,unclassified,yes,,,,other,,,no,Business as usual
JD.com,China,Industrials,unclassified,yes,,,,other,,,no,business as usual - the Russian store is still fully operational
JSW Steel,India,Materials,unclassified,yes,,,,other,,,no,Increased business with Russia
Jean Cacharel,France,Consumer Discretionary,unclassified,yes,,,,other,,,no,still selling and advertising in Russia
Kawasaki,Japan,Industrials,unclassified,yes,,,,other,,,no,"still operating in Russia, providing online sales, and cooperating with dealers"
Kidzania,Mexico,Communication Services,unclassified,yes,,,,other,,,no,Operating facility in Russia
Kleemann,Greece,Industrials,unclassified,yes,,,,other,,,no,Not disclosed publicly
Kotanyi,Austria,Consumer Staples,unclassified,yes,,,,other,,,no,still exporting to Russia
Koton,Turkey,Consumer Discretionary,unclassified,yes,,,,other,,,no,still advertising  and selling to Russia
Krka,Slovenia,Health Care,unclassified,yes,,,,other,,,no,still operating in Russia
Kweichow Moutai,China,Consumer Staples,unclassified,yes,,,,other,,,no,business as usual
LACTALIS,France,Consumer Staples,unclassified,yes,,,,other,,,no,still operating in Russia
LPP Group,Poland,Consumer Discretionary,unclassified,yes,,,,other,2022-12-24,2022-12-24,yes,Still operating in Russia via subsidaries
La Redoute,France,Consumer Discretionary,unclassified,yes,,,,other,,,no,still selling products to Russia
Lacoste,France,Consumer Discretionary,unclassified,yes,,,,other,,,no,still operating in Russia
Larsen &amp; Toubro,India,Real Estate,unclassified,yes,,,,other,,,no,Business as usual
Lemken,Germany,Industrials,unclassified,yes,,,,other,,,no,still operating and advertising in Russia
Letique Cosmetics,Latvia,Consumer Staples,unclassified,yes,,,,other,,,no,maintains stores in Russia
LiSEC,Austria,Industrials,unclassified,yes,,,,other,,,no,still operating in Russia
Liebherr,Switzerland,Industrials,unclassified,yes,,,,other,,,no,No action taken; still operating in Russia
Luka Koper,Slovenia,Industrials,unclassified,yes,,,,other,,,no,continuing trans shipments
"MOL | Mitsui O.S.K. Lines, Ltd.",Japan,Industrials,unclassified,yes,,,,other,,,no,still operating in Russia
Makita,Japan,Industrials,unclassified,yes,,,,other,,,no,still working with dealers in Russia
Maxam,Spain,Materials,unclassified,yes,,,,other,,,no,still operating in Russia
Micro-Star International Co. (MSi),Taiwan,Information Technology,unclassified,yes,,,,other,,,no,still operating in Russia
Mitsubishi Heavy Industries,Japan,Industrials,unclassified,yes,strict normalized name match to Orbis parent,MITSUBISHI HEAVY INDUSTRIES LTD,,other,,,no,still operating in Russia
Mitsui,Japan,Materials,unclassified,yes,strict normalized name match to Orbis parent,MITSUI & CO LTD,,other,,,no,continuing operations within sanctions compliance & shares in Sakhalin-2 project
Mizuho Financial Group,Japan,Financials,unclassified,yes,,,,other,,,no,still operating in Russia
Mod's Hair,France,Consumer Discretionary,unclassified,yes,,,,other,,,no,still operates in Russia
Muehlhan AG,Germany,Materials,unclassified,yes,,,,other,,,no,Business as usual
NIS Serbia,Serbia,Energy,unclassified,yes,,,,other,,,no,partnership with Gazprom Neft; Gazprom has a 50% stake in NIS
New Yorker Marketing &amp; Media GmbH,Germany,Industrials,unclassified,yes,,,,other,,,no,continue to operate and open new stores
Nordson,United States,Materials,unclassified,yes,,,,other,,,no,Business as usual
OBO Bettermann,Germany,Industrials,unclassified,yes,,,,other,,,no,still operating in Russia
OCSiAl,Luxembourg,Information Technology,unclassified,yes,,,,other,,,no,still running research center and branch
OKI,Japan,Information Technology,unclassified,yes,,,,other,,,no,still operating in Russia; not disclosed
ONGC,India,Energy,unclassified,yes,,,,seized,,,no,Selling of Russian Sokoil to other Indian Nationalised Energy corps
Oasis Logistics Corp,China,Industrials,unclassified,yes,,,,other,,,no,“We are actively exploring opportunities to work with our Russian partners”
Oppo,China,Information Technology,unclassified,yes,,,,other,,,no,business as usual
Orano,France,Energy,unclassified,yes,,,,other,,,no,still operating in Russia
